Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MB/s),SrcMemKd,DstMemKd,Device,Ctx,GreenCtx,Strm,Name
833288202,2368,456,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
833298858,800,457,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
833302154,151552,458,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
833462282,2400,459,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
833472906,800,460,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
833476074,129664,461,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
833611786,2368,462,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
833622282,800,463,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
833626090,108671,464,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
833737737,2368,465,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
833748809,800,466,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
833752009,87904,467,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
833847337,2368,468,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
833857865,800,469,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
833861737,70048,470,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
833939465,2368,471,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
833949897,800,472,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
833952905,60704,473,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
834015433,2400,474,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
834025865,800,475,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
834029449,51232,476,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
834083849,2368,477,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
834094409,768,478,,,,,,,,,,0.000,5.208,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
834097449,44416,479,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
834151433,2400,480,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
834161865,800,481,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
834165065,37504,482,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
834209833,2368,483,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
834220489,800,484,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
834223785,29056,485,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
834261001,2400,486,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
834273641,896,487,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
834277033,27552,488,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
834307081,2368,489,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
834317800,896,490,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
834321096,27520,491,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
834358280,2368,492,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
834368584,896,493,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
834371848,27649,494,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
834401289,2400,495,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
834411945,800,496,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
834415017,27263,497,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
834444296,2400,498,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
834454920,896,499,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
834458408,27616,500,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
834495496,2368,501,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
834506248,1984,502,,,,,,,,,,0.000,2.016,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
834509672,27392,503,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
834546696,2464,504,,,,,,,,,,0.000,1.623,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
834558504,41728,505,,,,,,,,,,2.000,47928.000,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
835659494,84128,520,,,,,,,,,,2.000,23772.048,Pageable,Device,NVIDIA L20X (0),1,,7,[CUDA memcpy Host-to-Device]
835821510,620511,521,,,,,,,,,,10.000,16110.000,Pageable,Device,NVIDIA L20X (0),1,,7,[CUDA memcpy Host-to-Device]
836518213,670047,522,,,,,,,,,,10.000,14920.000,Pageable,Device,NVIDIA L20X (0),1,,7,[CUDA memcpy Host-to-Device]
837514595,75040,523,,,,,,,,,,2.000,26652.000,Pageable,Device,NVIDIA L20X (0),1,,7,[CUDA memcpy Host-to-Device]
837592355,800,524,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
837594595,3328,525,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
837607427,2528,526,,,,,,,,,,0.000,1.582,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
837618819,864,527,,,,,,,,,,0.000,4.630,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
837622083,4992,528,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
837635075,2368,529,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
837645827,896,530,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
837649891,6176,531,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
837661699,2368,532,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
837672355,800,533,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
837675523,7264,534,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
837688323,2368,535,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
837698691,896,536,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
837702243,8896,537,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
837713987,2368,538,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
837724611,800,539,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
837728547,15424,540,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
837748739,2368,541,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
837759107,800,542,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
837762531,58112,543,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
837824579,2560,544,,,,,,,,,,0.000,1.562,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
837835395,800,545,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
837839299,142303,546,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
837983426,2368,547,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
837993794,768,548,,,,,,,,,,0.000,5.208,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
837996994,175168,549,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
838182018,2432,550,,,,,,,,,,0.000,1.645,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
838193090,800,551,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
838196834,152096,552,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
838356994,2720,553,,,,,,,,,,0.000,1.471,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
838368098,800,554,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
838371426,132000,555,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
838507618,2368,556,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
838518530,800,557,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
838521442,107679,558,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
838633473,2368,559,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
838643809,768,560,,,,,,,,,,0.000,5.208,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
838647553,86592,561,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
838742049,2368,562,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
838752545,800,563,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
838755713,70528,564,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
838834177,2368,565,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
838844481,768,566,,,,,,,,,,0.000,5.208,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
838848033,60320,567,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
838910177,2368,568,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
838920673,800,569,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
838923489,52128,570,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
838977601,2336,571,,,,,,,,,,0.000,1.712,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
838987969,800,572,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
838991073,44543,573,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
839045120,2400,574,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
839056192,800,575,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
839059840,38368,576,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
839105537,2368,577,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
839116033,800,578,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
839119265,29088,579,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
839156736,2464,580,,,,,,,,,,0.000,1.623,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
839167424,896,581,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
839171360,27968,582,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
839208960,2368,583,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
839219520,864,584,,,,,,,,,,0.000,4.630,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
839222976,27776,585,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
839260160,2368,586,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
839271808,896,587,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
839275392,27648,588,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
839305184,2432,589,,,,,,,,,,0.000,1.645,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
839315552,800,590,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
839318688,27680,591,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
839348224,2400,592,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
839358976,896,593,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
839362016,27392,594,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
839391232,2368,595,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
839401664,896,596,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
839405792,27392,597,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
839435264,2368,598,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
839447232,41792,599,,,,,,,,,,2.000,47856.000,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
840588094,78400,618,,,,,,,,,,2.000,25510.051,Pageable,Device,NVIDIA L20X (0),1,,7,[CUDA memcpy Host-to-Device]
840738334,585919,619,,,,,,,,,,10.000,17060.000,Pageable,Device,NVIDIA L20X (0),1,,7,[CUDA memcpy Host-to-Device]
841395964,633055,620,,,,,,,,,,10.000,15790.000,Pageable,Device,NVIDIA L20X (0),1,,7,[CUDA memcpy Host-to-Device]
842351515,75296,621,,,,,,,,,,2.000,26560.000,Pageable,Device,NVIDIA L20X (0),1,,7,[CUDA memcpy Host-to-Device]
842436603,800,622,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
842438907,3648,623,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
842444795,2560,624,,,,,,,,,,0.000,1.562,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
842456059,896,625,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
842460187,4992,626,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
842472443,2368,627,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
842483195,800,628,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
842486587,6464,629,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
842499323,2367,630,,,,,,,,,,0.000,1.690,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
842509658,800,631,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
842513338,7264,632,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
842525659,2368,633,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
842536283,896,634,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
842539515,9600,635,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
842551291,2592,636,,,,,,,,,,0.000,1.543,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
842562171,800,637,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
842565659,14848,638,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
842586107,2368,639,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
842596827,800,640,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
842600635,55775,641,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
842661882,2496,642,,,,,,,,,,0.000,1.603,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
842672282,800,643,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
842675450,142304,644,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
842819546,2368,645,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
842830042,800,646,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
842833978,175616,647,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
843018234,2464,648,,,,,,,,,,0.000,1.623,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
843028634,832,649,,,,,,,,,,0.000,4.808,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
843031674,150752,650,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
843184346,2368,651,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
843194810,800,652,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
843197754,130591,653,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
843333657,2368,654,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
843344409,800,655,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
843347929,108736,656,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
843459577,2368,657,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
843470105,800,658,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
843473113,88128,659,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
843568121,2528,660,,,,,,,,,,0.000,1.582,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
843578713,800,661,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
843582329,70432,662,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
843660281,2368,663,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
843671001,800,664,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
843673945,61376,665,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
843744248,2368,666,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
843754616,800,667,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
843758040,51617,668,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
843811801,2400,669,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
843822425,800,670,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
843825369,44031,671,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
843871224,2400,672,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
843881560,800,673,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
843884792,38336,674,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
843930616,2400,675,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
843941112,800,676,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
843944664,28992,677,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
843981848,2400,678,,,,,,,,,,0.000,1.667,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
843992216,896,679,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
843995448,28000,680,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
844033048,2368,681,,,,,,,,,,0.000,1.689,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
844043480,896,682,,,,,,,,,,0.000,4.464,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
844046936,28608,683,1954,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L20X (0),1,,7,"bf_relax_kernel(int, const int *, const int *, const float *, float *, int *)"
844084216,2656,684,,,,,,,,,,0.000,1.506,Device,Pageable,NVIDIA L20X (0),1,,7,[CUDA memcpy Device-to-Host]
844094840,800,685,,,,,,,,,,0.000,5.000,Device,,NVIDIA L20X (0),1,,7,[CUDA memset]
